"filename", "language", "Markdown", "JavaScript", "TypeScript JSX", "HTML", "PowerShell", "JSON", "TypeScript", "CSS", "Ignore", "SQL", "YAML", "comment", "blank", "total"
"h:\inde\JakSurveillance\frontend\src\components\main\modals\WelcomeModal.tsx", "TypeScript JSX", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 50
"h:\inde\JakSurveillance\frontend\src\components\main\newUser\CourseSelect.tsx", "TypeScript JSX", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 47
"h:\inde\JakSurveillance\frontend\src\components\main\newUser\FormInput.tsx", "TypeScript JSX", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"h:\inde\JakSurveillance\frontend\src\components\main\newUser\StudentGroupSelect.tsx", "TypeScript JSX", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 40
"h:\inde\JakSurveillance\frontend\src\components\main\newUser\SubmitButton.tsx", "TypeScript JSX", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"h:\inde\JakSurveillance\frontend\src\components\main\titles\MainViewTitle.tsx", "TypeScript JSX", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 29
"h:\inde\JakSurveillance\frontend\src\components\profiles\ProfileInfo.tsx", "TypeScript JSX", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 167
"h:\inde\JakSurveillance\frontend\src\contexts\UserContext.tsx", "TypeScript JSX", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 25, 3, 69
"h:\inde\JakSurveillance\frontend\src\css\index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 5, 34
"h:\inde\JakSurveillance\frontend\src\css\logo.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 11, 78
"h:\inde\JakSurveillance\frontend\src\hooks\ApiHooks.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 1006, 0, 0, 0, 0, 13, 51, 1070
"h:\inde\JakSurveillance\frontend\src\hooks\courseHooks.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 15, 3, 54
"h:\inde\JakSurveillance\frontend\src\main.tsx", "TypeScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 18
"h:\inde\JakSurveillance\frontend\src\routes\AdminRoutes.tsx", "TypeScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 41
"h:\inde\JakSurveillance\frontend\src\routes\AllRoutes.tsx", "TypeScript JSX", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 43
"h:\inde\JakSurveillance\frontend\src\routes\CounselorRoutes.tsx", "TypeScript JSX", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 38
"h:\inde\JakSurveillance\frontend\src\routes\StudentRoutes.tsx", "TypeScript JSX", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 44
"h:\inde\JakSurveillance\frontend\src\routes\TeacherRoutes.tsx", "TypeScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 44
"h:\inde\JakSurveillance\frontend\src\routes\admin\AdminCourseRoutes.tsx", "TypeScript JSX", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 28
"h:\inde\JakSurveillance\frontend\src\routes\admin\AdminLectureRoutes.tsx", "TypeScript JSX", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"h:\inde\JakSurveillance\frontend\src\routes\admin\AdminSettingsRoutes.tsx", "TypeScript JSX", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 24
"h:\inde\JakSurveillance\frontend\src\routes\admin\AdminUserRoutes.tsx", "TypeScript JSX", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 26
"h:\inde\JakSurveillance\frontend\src\routes\counselor\CounselorStudentRoutes.tsx", "TypeScript JSX", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 33
"h:\inde\JakSurveillance\frontend\src\routes\teacher\TeacherAttendanceRoutes.tsx", "TypeScript JSX", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 28
"h:\inde\JakSurveillance\frontend\src\routes\teacher\TeacherCoursesRoutes.tsx", "TypeScript JSX", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 34
"h:\inde\JakSurveillance\frontend\src\routes\teacher\TeacherStudentsRoutes.tsx", "TypeScript JSX", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 34
"h:\inde\JakSurveillance\frontend\src\routes\teacher\create\TeacherCreateCourseRoutes.tsx", "TypeScript JSX", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 28
"h:\inde\JakSurveillance\frontend\src\utils\exportData.tsx", "TypeScript JSX", 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 57, 21, 310
"h:\inde\JakSurveillance\frontend\src\views\Footer.tsx", "TypeScript JSX", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 61
"h:\inde\JakSurveillance\frontend\src\views\Header.tsx", "TypeScript JSX", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 110
"h:\inde\JakSurveillance\frontend\src\views\Logout.tsx", "TypeScript JSX", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 35, 10, 71
"h:\inde\JakSurveillance\frontend\src\views\main\Feedback.tsx", "TypeScript JSX", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 117
"h:\inde\JakSurveillance\frontend\src\views\main\Gdpr.tsx", "TypeScript JSX", 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 17, 4, 193
"h:\inde\JakSurveillance\frontend\src\views\main\Login.tsx", "TypeScript JSX", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 136
"h:\inde\JakSurveillance\frontend\src\views\main\StartView.tsx", "TypeScript JSX", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 27
"h:\inde\JakSurveillance\frontend\src\views\main\Team.tsx", "TypeScript JSX", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminCourses.tsx", "TypeScript JSX", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 183
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminDashboard.tsx", "TypeScript JSX", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 99
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminErrorLogs.tsx", "TypeScript JSX", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 84
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminFeedback.tsx", "TypeScript JSX", 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 182
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminGuide.tsx", "TypeScript JSX", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminLectures.tsx", "TypeScript JSX", 0, 0, 400, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 428
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminLogs.tsx", "TypeScript JSX", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 82
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminMainView.tsx", "TypeScript JSX", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 66
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminNewUser.tsx", "TypeScript JSX", 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 289
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminProfile.tsx", "TypeScript JSX", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 19, 3, 40
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminSettings.tsx", "TypeScript JSX", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 186
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminStats.tsx", "TypeScript JSX", 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 234
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminUsers.tsx", "TypeScript JSX", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 153
"h:\inde\JakSurveillance\frontend\src\views\main\admin\Courses\AdminCourseDetail.tsx", "TypeScript JSX", 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 20, 17, 203
"h:\inde\JakSurveillance\frontend\src\views\main\admin\Courses\AdminCourseModify.tsx", "TypeScript JSX", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 234
"h:\inde\JakSurveillance\frontend\src\views\main\admin\Lectures\AdminLectureDetail.tsx", "TypeScript JSX", 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 198
"h:\inde\JakSurveillance\frontend\src\views\main\admin\Users\AdminUserModify.tsx", "TypeScript JSX", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 64, 5, 126
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\CounselorCourseStats.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\CounselorHelpVideos.tsx", "TypeScript JSX", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 47, 4, 85
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\CounselorMainView.tsx", "TypeScript JSX", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 46
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\CounselorProfile.tsx", "TypeScript JSX", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 23, 3, 46
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\students\CounselorLateEnrollment.tsx", "TypeScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentAttendances.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentDetail.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentModify.tsx", "TypeScript JSX", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 64, 5, 126
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentsView.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentCourseAttendance.tsx", "TypeScript JSX", 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 46, 19, 224
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentCourses.tsx", "TypeScript JSX", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 35, 9, 106
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentHelpVideos.tsx", "TypeScript JSX", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 28
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentMainView.tsx", "TypeScript JSX", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3, 58
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentProfile.tsx", "TypeScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 50
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentQrScanner.tsx", "TypeScript JSX", 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 151
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentQrSelectScanner.tsx", "TypeScript JSX", 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 193
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Attendance\TeacherAttendanceRoom.tsx", "TypeScript JSX", 0, 0, 363, 0, 0, 0, 0, 0, 0, 0, 0, 74, 24, 461
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Attendance\TeacherAttendanceRoomReload.tsx", "TypeScript JSX", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 33
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Attendance\TeacherCreateLecture.tsx", "TypeScript JSX", 0, 0, 497, 0, 0, 0, 0, 0, 0, 0, 0, 39, 38, 574
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseAttendances.tsx", "TypeScript JSX", 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 206
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseDetail.tsx", "TypeScript JSX", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 75
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseModify.tsx", "TypeScript JSX", 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 11, 22, 262
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseStats.tsx", "TypeScript JSX", 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 29, 19, 272
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourses.tsx", "TypeScript JSX", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 126
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCreateCourse.tsx", "TypeScript JSX", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 36
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Lectures\TeacherLectures.tsx", "TypeScript JSX", 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 190
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherLateEnrollment.tsx", "TypeScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentAttendances.tsx", "TypeScript JSX", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 30, 17, 216
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentDetail.tsx", "TypeScript JSX", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 26, 12, 207
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentModify.tsx", "TypeScript JSX", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 66
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentsView.tsx", "TypeScript JSX", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 241
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\TeacherHelpVideos.tsx", "TypeScript JSX", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 60
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\TeacherMainView.tsx", "TypeScript JSX", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 13, 7, 130
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\TeacherProfile.tsx", "TypeScript JSX", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 49
"h:\inde\JakSurveillance\frontend\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"h:\inde\JakSurveillance\frontend\tailwind.config.js", "JavaScript", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 55
"h:\inde\JakSurveillance\frontend\tsconfig.json", "JSON", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 2, 1, 34
"h:\inde\JakSurveillance\frontend\tsconfig.node.json", "JSON", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"h:\inde\JakSurveillance\frontend\typedoc.json", "JSON", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"h:\inde\JakSurveillance\frontend\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 16, 4, 60
"h:\inde\JakSurveillance\gitpull.ps1", "PowerShell", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
"h:\inde\JakSurveillance\package.json", "JSON", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 1, 22
"h:\inde\JakSurveillance\packagesnapper.ps1", "PowerShell", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 21, 7, 39
"h:\inde\JakSurveillance\serversideconf\.prettierignore", "Ignore", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"h:\inde\JakSurveillance\serversideconf\readme.md", "Markdown", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 62
"Total", "-", 183, 130, 11577, 37, 49, 274, 7196, 96, 1, 207, 53, 4186, 1649, 25638